taget,date,day,times,open,high,low,close,volume,MA.MA1,MA.MA2,MA.MA3,MA.MA4,VOL-TDX.VOLUME,VOL-TDX.MAVOL1,VOL-TDX.MAVOL2,MACD.DIF,MACD.DEA,MACD.MACD
202307141428 , 2023/07/14 14:28,2023/7/14,14:28,2549.5,2549.99,2549.4,2549.4,11939,2550.42,2550.61,2550.1,2548.39,11939,13988,14774,0.56,0.71,-0.3
202307141429 , 2023/07/14 14:29,2023/7/14,14:29,2549.64,2549.77,2549.09,2549.43,13184,2550.04,2550.53,2550.11,2548.41,13184,12871,14624,0.45,0.65,-0.41
202307141430 , 2023/07/14 14:30,2023/7/14,14:30,2549.26,2549.48,2548.85,2548.94,13212,2549.62,2550.39,2550.04,2548.4,13212,12899,14468,0.33,0.59,-0.53
202307141431 , 2023/07/14 14:31,2023/7/14,14:31,2549.18,2549.18,2547.84,2548.18,30096,2549.14,2550.1,2549.95,2548.39,30096,16365,16261,0.16,0.5,-0.68
202307141432 , 2023/07/14 14:32,2023/7/14,14:32,2548.17,2549.54,2548.17,2548.59,21832,2548.91,2549.84,2549.88,2548.36,21832,18053,16549,0.07,0.42,-0.7
202307141433 , 2023/07/14 14:33,2023/7/14,14:33,2548.76,2548.76,2547.78,2548.09,19106,2548.65,2549.53,2549.79,2548.33,19106,19486,16737,-0.05,0.32,-0.74
202307141434 , 2023/07/14 14:34,2023/7/14,14:34,2547.63,2548.21,2547.43,2547.77,17406,2548.31,2549.18,2549.7,2548.3,17406,20330,16601,-0.16,0.23,-0.78
202307141435 , 2023/07/14 14:35,2023/7/14,14:35,2547.53,2548.81,2547.53,2548.69,19432,2548.26,2548.94,2549.67,2548.28,19432,21574,17237,-0.18,0.14,-0.65
202307141436 , 2023/07/14 14:36,2023/7/14,14:36,2549.08,2549.75,2549.08,2549.67,17041,2548.56,2548.85,2549.7,2548.29,17041,18963,17664,-0.11,0.09,-0.41
202307141437 , 2023/07/14 14:37,2023/7/14,14:37,2549.8,2549.8,2549.11,2549.57,15993,2548.76,2548.83,2549.74,2548.3,15993,17796,17924,-0.07,0.06,-0.25
202307141438 , 2023/07/14 14:38,2023/7/14,14:38,2549.21,2549.41,2548.99,2549.26,13555,2548.99,2548.82,2549.71,2548.32,13555,16685,18086,-0.05,0.04,-0.18
202307141439 , 2023/07/14 14:39,2023/7/14,14:39,2549.07,2549.27,2548.55,2548.71,13434,2549.18,2548.75,2549.64,2548.32,13434,15891,18111,-0.09,0.01,-0.2
202307141440 , 2023/07/14 14:40,2023/7/14,14:40,2548.6,2549.07,2548.17,2548.17,16311,2549.08,2548.67,2549.53,2548.33,16311,15267,18421,-0.15,-0.02,-0.27
202307141441 , 2023/07/14 14:41,2023/7/14,14:41,2548.31,2548.61,2548.12,2548.29,19780,2548.8,2548.68,2549.39,2548.33,19780,15815,17389,-0.2,-0.06,-0.28
202307141442 , 2023/07/14 14:42,2023/7/14,14:42,2548.19,2548.34,2547.73,2548.19,18047,2548.52,2548.64,2549.24,2548.34,18047,16225,17011,-0.24,-0.09,-0.29
202307141443 , 2023/07/14 14:43,2023/7/14,14:43,2548.11,2548.3,2547.75,2548.26,17444,2548.32,2548.66,2549.09,2548.36,17444,17003,16844,-0.26,-0.12,-0.27
202307141444 , 2023/07/14 14:44,2023/7/14,14:44,2547.79,2547.94,2547.33,2547.33,17909,2548.05,2548.61,2548.9,2548.38,17909,17898,16895,-0.35,-0.17,-0.35
202307141445 , 2023/07/14 14:45,2023/7/14,14:45,2547.49,2547.55,2546.77,2547.19,18321,2547.85,2548.46,2548.7,2548.4,18321,18300,16784,-0.42,-0.22,-0.41
202307141446 , 2023/07/14 14:46,2023/7/14,14:46,2547.08,2547.62,2547.06,2547.54,23358,2547.7,2548.25,2548.55,2548.42,23358,19016,17415,-0.45,-0.27,-0.37
202307141447 , 2023/07/14 14:47,2023/7/14,14:47,2547.81,2547.91,2547.35,2547.65,22162,2547.59,2548.06,2548.45,2548.46,22162,19839,18032,-0.46,-0.3,-0.31
202307141448 , 2023/07/14 14:48,2023/7/14,14:48,2547.77,2547.83,2547.02,2547.02,19759,2547.35,2547.83,2548.33,2548.47,19759,20302,18653,-0.51,-0.35,-0.33
202307141449 , 2023/07/14 14:49,2023/7/14,14:49,2547.43,2547.58,2546.72,2547.08,20352,2547.3,2547.67,2548.21,2548.48,20352,20790,19344,-0.54,-0.38,-0.31
202307141450 , 2023/07/14 14:50,2023/7/14,14:50,2546.84,2547.4,2546.77,2547.05,20352,2547.27,2547.56,2548.11,2548.48,20352,21197,19748,-0.56,-0.42,-0.28
202307141451 , 2023/07/14 14:51,2023/7/14,14:51,2546.83,2547.27,2546.83,2547.14,21879,2547.19,2547.44,2548.06,2548.49,21879,20901,19958,-0.56,-0.45,-0.22
202307141452 , 2023/07/14 14:52,2023/7/14,14:52,2547.02,2547.49,2547.02,2547.49,21124,2547.16,2547.37,2548.01,2548.51,21124,20693,20266,-0.53,-0.46,-0.13
202307141453 , 2023/07/14 14:53,2023/7/14,14:53,2547.2,2547.45,2547.07,2547.37,31637,2547.23,2547.29,2547.97,2548.53,31637,23069,21685,-0.5,-0.47,-0.07
202307141454 , 2023/07/14 14:54,2023/7/14,14:54,2547.19,2547.46,2546.97,2547.46,26775,2547.3,2547.3,2547.96,2548.55,26775,24353,22572,-0.47,-0.47,0
202307141455 , 2023/07/14 14:55,2023/7/14,14:55,2547.26,2547.55,2547.05,2547.15,28139,2547.32,2547.29,2547.88,2548.59,28139,25911,23554,-0.47,-0.47,0
202307141456 , 2023/07/14 14:56,2023/7/14,14:56,2547.25,2548.15,2547.25,2547.88,30323,2547.47,2547.33,2547.79,2548.62,30323,27600,24250,-0.4,-0.46,0.11
202307141457 , 2023/07/14 14:57,2023/7/14,14:57,2548.13,2548.52,2547.91,2548.45,34090,2547.66,2547.41,2547.73,2548.67,34090,30193,25443,-0.3,-0.43,0.25
202307141458 , 2023/07/14 14:58,2023/7/14,14:58,2548.13,2548.13,2548.07,2548.11,3696,2547.81,2547.52,2547.68,2548.71,3696,24605,23837,-0.24,-0.39,0.29
202307141459 , 2023/07/14 14:59,2023/7/14,14:59,2548.11,2548.11,2548.11,2548.11,0,2547.94,2547.62,2547.65,2548.75,0,19250,21802,-0.19,-0.35,0.31
202307141500 , 2023/07/14 15:00,2023/7/14,15:00,2548.11,2548.11,2547.94,2547.94,87615,2548.1,2547.71,2547.64,2548.78,87615,31145,28528,-0.17,-0.31,0.29
202307170931 , 2023/07/17 09:31,2023/7/17,9:31,2535.64,2535.64,2528.58,2529.62,194452,2544.45,2545.96,2546.7,2548.5,194452,63971,45785,-1.61,-0.57,-2.07
202307170932 , 2023/07/17 09:32,2023/7/17,9:32,2529.04,2529.75,2527.18,2527.34,92517,2540.22,2543.94,2545.66,2548.17,92517,75656,52924,-2.9,-1.04,-3.72
202307170933 , 2023/07/17 09:33,2023/7/17,9:33,2526.98,2526.98,2524.75,2525.28,74537,2535.66,2541.73,2544.51,2547.79,74537,89824,57214,-4.04,-1.64,-4.81
202307170934 , 2023/07/17 09:34,2023/7/17,9:34,2525.47,2525.47,2523.7,2523.7,66045,2530.78,2539.36,2543.33,2547.37,66045,103033,61141,-5.02,-2.31,-5.41
202307170935 , 2023/07/17 09:35,2023/7/17,9:35,2523.72,2523.95,2522.65,2523.9,76882,2525.97,2537.03,2542.16,2546.95,76882,100887,66016,-5.71,-2.99,-5.43
202307170936 , 2023/07/17 09:36,2023/7/17,9:36,2524.18,2524.25,2520.38,2521.24,72864,2524.29,2534.37,2540.85,2546.49,72864,76569,70270,-6.4,-3.67,-5.45
202307170937 , 2023/07/17 09:37,2023/7/17,9:37,2520.93,2522.33,2520.36,2522.08,60717,2523.24,2531.73,2539.57,2546.03,60717,70209,72933,-6.8,-4.3,-5
202307170938 , 2023/07/17 09:38,2023/7/17,9:38,2522.19,2522.6,2521.46,2521.46,58800,2522.48,2529.07,2538.29,2545.57,58800,67062,78443,-7.08,-4.86,-4.45
202307170939 , 2023/07/17 09:39,2023/7/17,9:39,2521.63,2521.63,2520.45,2520.89,54605,2521.91,2526.35,2536.98,2545.1,54605,64774,83903,-7.27,-5.34,-3.86
202307170940 , 2023/07/17 09:40,2023/7/17,9:40,2521.34,2522.65,2521.1,2521.94,51234,2521.52,2523.74,2535.73,2544.63,51234,59644,80265,-7.25,-5.72,-3.06
202307170941 , 2023/07/17 09:41,2023/7/17,9:41,2521.51,2521.82,2520.84,2521.32,50698,2521.54,2522.91,2534.44,2544.15,50698,55211,65890,-7.2,-6.02,-2.37
202307170942 , 2023/07/17 09:42,2023/7/17,9:42,2520.97,2520.97,2519.39,2519.39,45945,2521,2522.12,2533.03,2543.64,45945,52256,61233,-7.24,-6.26,-1.95
202307170943 , 2023/07/17 09:43,2023/7/17,9:43,2519.16,2519.16,2517.94,2517.94,45477,2520.3,2521.39,2531.56,2543.11,45477,49592,58327,-7.3,-6.47,-1.66
202307170944 , 2023/07/17 09:44,2023/7/17,9:44,2517.93,2517.93,2516.28,2516.76,44437,2519.47,2520.69,2530.02,2542.56,44437,47558,56166,-7.35,-6.65,-1.42
202307170945 , 2023/07/17 09:45,2023/7/17,9:45,2516.41,2516.52,2515.66,2516.52,46922,2518.39,2519.95,2528.49,2542.01,46922,46696,53170,-7.34,-6.78,-1.1
202307170946 , 2023/07/17 09:46,2023/7/17,9:46,2516.84,2517.07,2516.48,2516.95,30894,2517.51,2519.53,2526.95,2541.48,30894,42735,48973,-7.2,-6.87,-0.67
202307170947 , 2023/07/17 09:47,2023/7/17,9:47,2517.11,2517.76,2516.83,2517.76,28608,2517.19,2519.09,2525.41,2540.96,28608,39268,45762,-6.95,-6.88,-0.13
202307170948 , 2023/07/17 09:48,2023/7/17,9:48,2517.71,2517.86,2516.64,2516.96,31754,2516.99,2518.64,2523.85,2540.41,31754,36523,43057,-6.74,-6.86,0.23
202307170949 , 2023/07/17 09:49,2023/7/17,9:49,2516.6,2517.9,2516.04,2517.9,34766,2517.22,2518.34,2522.34,2539.88,34766,34589,41074,-6.42,-6.77,0.69
202307170950 , 2023/07/17 09:50,2023/7/17,9:50,2517.47,2518.51,2517.38,2518.32,33224,2517.58,2517.98,2520.86,2539.34,33224,31849,39273,-6.07,-6.63,1.12
202307170951 , 2023/07/17 09:51,2023/7/17,9:51,2518.34,2518.99,2517.3,2518.8,30958,2517.95,2517.73,2520.32,2538.81,30958,31862,37299,-5.68,-6.44,1.52
202307170952 , 2023/07/17 09:52,2023/7/17,9:52,2518.81,2519.87,2518.62,2519.58,23536,2518.31,2517.75,2519.93,2538.28,23536,30848,35058,-5.25,-6.2,1.9
202307170953 , 2023/07/17 09:53,2023/7/17,9:53,2519.41,2520.53,2518.98,2520.49,24913,2519.02,2518,2519.69,2537.77,24913,29479,33001,-4.78,-5.92,2.27
202307170954 , 2023/07/17 09:54,2023/7/17,9:54,2520.13,2520.58,2519.14,2519.42,32105,2519.32,2518.27,2519.48,2537.24,32105,28947,31768,-4.45,-5.62,2.36
202307170955 , 2023/07/17 09:55,2023/7/17,9:55,2519.59,2519.75,2518.62,2519.37,27017,2519.53,2518.55,2519.25,2536.71,27017,27706,29778,-4.13,-5.33,2.38
202307170956 , 2023/07/17 09:56,2023/7/17,9:56,2519.11,2519.49,2518.34,2518.89,32350,2519.55,2518.75,2519.14,2536.18,32350,27984,29923,-3.88,-5.04,2.31
202307170957 , 2023/07/17 09:57,2023/7/17,9:57,2518.82,2518.82,2517.24,2517.35,29602,2519.1,2518.71,2518.9,2535.64,29602,29197,30023,-3.76,-4.78,2.04
202307170958 , 2023/07/17 09:58,2023/7/17,9:58,2517.43,2517.78,2517.24,2517.38,26793,2518.48,2518.75,2518.7,2535.11,26793,29573,29526,-3.63,-4.55,1.85
202307170959 , 2023/07/17 09:59,2023/7/17,9:59,2517.03,2517.97,2516.78,2517.36,26123,2518.07,2518.7,2518.52,2534.57,26123,28377,28662,-3.48,-4.34,1.72
202307171000 , 2023/07/17 10:00,2023/7/17,10:00,2517.13,2517.37,2515.56,2515.56,32126,2517.31,2518.42,2518.2,2534.01,32126,29399,28552,-3.47,-4.16,1.39
202307171001 , 2023/07/17 10:01,2023/7/17,10:01,2515.31,2515.31,2513.97,2514.47,40666,2516.42,2517.99,2517.86,2533.45,40666,31062,29523,-3.5,-4.03,1.05
202307171002 , 2023/07/17 10:02,2023/7/17,10:02,2514.51,2515.19,2514.26,2514.67,25168,2515.89,2517.5,2517.62,2532.89,25168,30175,29686,-3.48,-3.92,0.88
202307171003 , 2023/07/17 10:03,2023/7/17,10:03,2514.14,2516.3,2514.12,2516.3,26548,2515.67,2517.08,2517.54,2532.36,26548,30126,29850,-3.29,-3.79,1.01
202307171004 , 2023/07/17 10:04,2023/7/17,10:04,2516.4,2518.73,2516.25,2518.73,27661,2515.95,2517.01,2517.64,2531.87,27661,30434,29405,-2.91,-3.62,1.42
202307171005 , 2023/07/17 10:05,2023/7/17,10:05,2518.98,2519.43,2518.27,2518.77,24242,2516.59,2516.95,2517.75,2531.38,24242,28857,29128,-2.57,-3.41,1.67
202307171006 , 2023/07/17 10:06,2023/7/17,10:06,2518.68,2519.35,2518.16,2518.93,18249,2517.48,2516.95,2517.85,2530.86,18249,24374,27718,-2.27,-3.18,1.82
202307171007 , 2023/07/17 10:07,2023/7/17,10:07,2519.09,2519.79,2518.8,2519.79,18986,2518.5,2517.2,2517.95,2530.37,18986,23137,26656,-1.94,-2.93,1.99
202307171008 , 2023/07/17 10:08,2023/7/17,10:08,2519.63,2519.63,2518.55,2519.31,21992,2519.11,2517.39,2518.07,2529.87,21992,22226,26176,-1.69,-2.68,1.98
202307171009 , 2023/07/17 10:09,2023/7/17,10:09,2519.11,2519.91,2518.93,2519.42,18681,2519.24,2517.6,2518.15,2529.38,18681,20430,25432,-1.47,-2.44,1.94
202307171010 , 2023/07/17 10:10,2023/7/17,10:10,2519.51,2520.45,2519.14,2520.45,17195,2519.58,2518.08,2518.25,2528.92,17195,19021,23939,-1.2,-2.19,1.98
202307171011 , 2023/07/17 10:11,2023/7/17,10:11,2520.02,2520.39,2518.38,2518.52,23869,2519.5,2518.49,2518.24,2528.42,23869,20145,22259,-1.13,-1.98,1.7
202307171012 , 2023/07/17 10:12,2023/7/17,10:12,2518.51,2518.88,2518.1,2518.3,16087,2519.2,2518.85,2518.17,2527.92,16087,19565,21351,-1.08,-1.8,1.44
202307171013 , 2023/07/17 10:13,2023/7/17,10:13,2518.3,2518.79,2517.98,2518.52,13947,2519.04,2519.07,2518.08,2527.43,13947,17956,20091,-1.01,-1.64,1.27
202307171014 , 2023/07/17 10:14,2023/7/17,10:14,2517.98,2518.59,2517.73,2518.18,15689,2518.79,2519.02,2518.01,2526.94,15689,17357,18894,-0.97,-1.51,1.08
202307171015 , 2023/07/17 10:15,2023/7/17,10:15,2518.07,2518.58,2517.26,2517.56,23430,2518.22,2518.9,2517.92,2526.45,23430,18604,18813,-0.98,-1.4,0.85
202307171016 , 2023/07/17 10:16,2023/7/17,10:16,2516.97,2517.26,2516.17,2516.39,23311,2517.79,2518.64,2517.8,2525.93,23311,18493,19319,-1.06,-1.33,0.54
202307171017 , 2023/07/17 10:17,2023/7/17,10:17,2516.48,2517.57,2516.08,2517.07,19423,2517.54,2518.37,2517.78,2525.42,19423,19160,19362,-1.07,-1.28,0.43
202307171018 , 2023/07/17 10:18,2023/7/17,10:18,2517.38,2517.56,2516.65,2517.49,15548,2517.34,2518.19,2517.79,2524.93,15548,19480,18718,-1.02,-1.23,0.41
202307171019 , 2023/07/17 10:19,2023/7/17,10:19,2516.93,2517.69,2516.93,2517.37,13988,2517.18,2517.98,2517.79,2524.43,13988,19140,18249,-0.99,-1.18,0.39
202307171020 , 2023/07/17 10:20,2023/7/17,10:20,2517.5,2518,2517.35,2517.9,14107,2517.24,2517.73,2517.91,2523.95,14107,17275,17940,-0.9,-1.12,0.44
202307171021 , 2023/07/17 10:21,2023/7/17,10:21,2517.77,2517.77,2515.91,2515.98,18846,2517.16,2517.48,2517.98,2523.43,18846,16382,17438,-0.98,-1.1,0.23
202307171022 , 2023/07/17 10:22,2023/7/17,10:22,2515.88,2516.12,2515.53,2515.91,17897,2516.93,2517.24,2518.04,2522.9,17897,16077,17619,-1.04,-1.09,0.09
202307171023 , 2023/07/17 10:23,2023/7/17,10:23,2515.79,2516.01,2515.32,2515.6,22591,2516.55,2516.95,2518.01,2522.37,22591,17486,18483,-1.1,-1.09,-0.02
202307171024 , 2023/07/17 10:24,2023/7/17,10:24,2515.36,2515.47,2514.61,2514.76,20848,2516.03,2516.6,2517.81,2521.82,20848,18858,18999,-1.19,-1.11,-0.17
202307171025 , 2023/07/17 10:25,2023/7/17,10:25,2514.75,2515.01,2513.95,2514.99,20619,2515.45,2516.35,2517.62,2521.29,20619,20160,18718,-1.24,-1.14,-0.21
202307171026 , 2023/07/17 10:26,2023/7/17,10:26,2514.87,2515.69,2514.57,2515.27,18372,2515.31,2516.23,2517.44,2520.75,18372,20065,18224,-1.24,-1.16,-0.17
202307171027 , 2023/07/17 10:27,2023/7/17,10:27,2515.16,2515.76,2514.96,2515.13,12795,2515.15,2516.04,2517.21,2520.19,12795,19045,17561,-1.24,-1.17,-0.13
202307171028 , 2023/07/17 10:28,2023/7/17,10:28,2515.13,2515.66,2514.96,2515.66,12439,2515.16,2515.86,2517.02,2519.65,12439,17015,17250,-1.18,-1.17,-0.01
202307171029 , 2023/07/17 10:29,2023/7/17,10:29,2515.67,2516.18,2515.35,2515.96,17077,2515.4,2515.72,2516.85,2519.11,17077,16260,17559,-1.09,-1.16,0.13
202307171030 , 2023/07/17 10:30,2023/7/17,10:30,2516.34,2516.53,2515.84,2516.42,15303,2515.69,2515.57,2516.65,2518.59,15303,15197,17679,-0.98,-1.12,0.29
202307171031 , 2023/07/17 10:31,2023/7/17,10:31,2516.28,2516.3,2514.82,2515.13,18799,2515.66,2515.48,2516.48,2518.35,18799,15283,17674,-0.98,-1.09,0.23
202307171032 , 2023/07/17 10:32,2023/7/17,10:32,2515.22,2515.95,2514.86,2515.95,12903,2515.82,2515.49,2516.36,2518.16,12903,15304,17175,-0.91,-1.06,0.3
202307171033 , 2023/07/17 10:33,2023/7/17,10:33,2515.71,2516.09,2515.52,2515.99,13297,2515.89,2515.53,2516.24,2518,13297,15476,16245,-0.83,-1.01,0.36
202307171034 , 2023/07/17 10:34,2023/7/17,10:34,2515.7,2516.12,2515.7,2515.84,9602,2515.87,2515.63,2516.12,2517.87,9602,13981,15121,-0.78,-0.96,0.37
202307171035 , 2023/07/17 10:35,2023/7/17,10:35,2515.97,2515.97,2515.29,2515.67,10836,2515.72,2515.7,2516.02,2517.73,10836,13087,14142,-0.74,-0.92,0.36
202307171036 , 2023/07/17 10:36,2023/7/17,10:36,2515.85,2516.13,2515.48,2515.52,12392,2515.79,2515.73,2515.98,2517.64,12392,11806,13544,-0.72,-0.88,0.33
202307171037 , 2023/07/17 10:37,2023/7/17,10:37,2515.57,2515.66,2514.28,2514.28,16218,2515.46,2515.64,2515.84,2517.51,16218,12469,13887,-0.79,-0.86,0.15
202307171038 , 2023/07/17 10:38,2023/7/17,10:38,2514.61,2514.63,2514.02,2514.08,13002,2515.08,2515.48,2515.67,2517.39,13002,12410,13943,-0.85,-0.86,0.02
202307171039 , 2023/07/17 10:39,2023/7/17,10:39,2514.39,2514.47,2513.6,2513.87,11973,2514.68,2515.27,2515.5,2517.27,11973,12884,13433,-0.9,-0.87,-0.07
202307171040 , 2023/07/17 10:40,2023/7/17,10:40,2513.83,2514.71,2513.62,2514.43,11356,2514.44,2515.08,2515.32,2517.14,11356,12988,13038,-0.89,-0.87,-0.04
202307171041 , 2023/07/17 10:41,2023/7/17,10:41,2514.56,2514.75,2513.77,2514.35,10235,2514.2,2515,2515.24,2517.03,10235,12557,12181,-0.88,-0.87,-0.01
202307171042 , 2023/07/17 10:42,2023/7/17,10:42,2514.54,2515.61,2514.34,2515.01,13318,2514.35,2514.9,2515.2,2516.95,13318,11977,12223,-0.81,-0.86,0.11
